,id,Player,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb,TD/G
1004,RodgAm00,Amari Rodgers,22,WR,16,1,8.0,4,50.0%,45,11.3,0,19,5.6,0.3,2.8,2.0,0.0
1005,RodgRi00,Richard Rodgers,22,TE,16,5,30.0,20,66.7%,225,11.3,2,43,7.5,1.3,14.1,0.0,0.1
1006,RodgRi00,Richard Rodgers,23,TE,16,12,85.0,58,68.2%,510,8.8,8,61,6.0,3.6,31.9,0.0,0.5
1007,RodgRi00,Richard Rodgers,24,TE,16,6,47.0,30,63.8%,271,9.0,2,22,5.8,1.9,16.9,0.0,0.1
1008,RodgRi00,Richard Rodgers,25,TE,15,1,19.0,12,63.2%,160,13.3,1,36,8.4,0.8,10.7,0.0,0.1
1009,RodgRi00,Richard Rodgers,26,TE,7,0,1.0,1,100.0%,7,7.0,0,7,7.0,0.1,1.0,0.0,0.0
1010,RodgRi00,Richard Rodgers,28,TE,14,4,31.0,24,77.4%,345,14.4,2,33,11.1,1.7,24.6,0.0,0.1
1011,RodgRi00,Richard Rodgers,29,TE,3,0,2.0,2,100.0%,11,5.5,0,9,5.5,0.7,3.7,0.0,0.0
1012,RudoKy00,Kyle Rudolph*,23,TE,16,16,93.0,53,57.0%,493,9.3,9,29,5.3,3.3,30.8,0.0,0.6
1013,RudoKy00,Kyle Rudolph,24,TE,8,8,46.0,30,65.2%,313,10.4,3,31,6.8,3.8,39.1,0.0,0.4
1014,RudoKy00,Kyle Rudolph,25,TE,9,8,34.0,24,70.6%,231,9.6,2,23,6.8,2.7,25.7,1.0,0.2
1015,RudoKy00,Kyle Rudolph,26,TE,16,16,73.0,49,67.1%,495,10.1,5,47,6.8,3.1,30.9,0.0,0.3
1016,RudoKy00,Kyle Rudolph,27,TE,16,16,132.0,83,62.9%,840,10.1,7,44,6.4,5.2,52.5,0.0,0.4
1017,RudoKy00,Kyle Rudolph*,28,TE,16,16,81.0,57,70.4%,532,9.3,8,34,6.6,3.6,33.3,0.0,0.5
1018,RudoKy00,Kyle Rudolph,29,TE,16,16,82.0,64,78.0%,634,9.9,4,44,7.7,4.0,39.6,0.0,0.2
1019,RudoKy00,Kyle Rudolph,30,TE,16,16,48.0,39,81.3%,367,9.4,6,32,7.6,2.4,22.9,0.0,0.4
1020,RudoKy00,Kyle Rudolph,31,TE,12,12,37.0,28,75.7%,334,11.9,1,25,9.0,2.3,27.8,1.0,0.1
1021,RudoKy00,Kyle Rudolph,32,TE,16,13,39.0,26,66.7%,257,9.9,1,60,6.6,1.6,16.1,0.0,0.1
1022,SampDr00,Drew Sample,23,TE,9,2,6.0,5,83.3%,30,6.0,0,21,5.0,0.6,3.3,0.0,0.0
1023,SampDr00,Drew Sample,24,TE,16,13,53.0,40,75.5%,349,8.7,1,23,6.6,2.5,21.8,1.0,0.1
1024,SampDr00,Drew Sample,25,TE,17,8,15.0,11,73.3%,81,7.4,0,19,5.4,0.6,4.8,0.0,0.0
1025,SamuCu00,Curtis Samuel,21,WR,9,4,26.0,15,57.7%,115,7.7,0,23,4.4,1.7,12.8,0.0,0.0
1026,SamuCu00,Curtis Samuel,22,WR,13,8,65.0,39,60.0%,494,12.7,5,53,7.6,3.0,38.0,1.0,0.4
1027,SamuCu00,Curtis Samuel,23,WR,16,15,105.0,54,51.4%,627,11.6,6,44,6.0,3.4,39.2,0.0,0.4
1028,SamuCu00,Curtis Samuel,24,WR,15,5,97.0,77,79.4%,851,11.1,3,44,8.8,5.1,56.7,1.0,0.2
1029,SamuCu00,Curtis Samuel,25,WR,5,1,9.0,6,66.7%,27,4.5,0,10,3.0,1.2,5.4,0.0,0.0
1030,SamuDe00,Deebo Samuel,23,WR,15,11,81.0,57,70.4%,802,14.1,3,42,9.9,3.8,53.5,2.0,0.2
1031,SamuDe00,Deebo Samuel,24,WR,7,5,44.0,33,75.0%,391,11.8,1,35,8.9,4.7,55.9,0.0,0.1
1032,SamuDe00,Deebo Samuel*+,25,WR,16,15,121.0,77,63.6%,1405,18.2,6,83,11.6,4.8,87.8,4.0,0.4
1033,SandMi01,Miles Sanders,22,RB,16,11,63.0,50,79.4%,509,10.2,3,45,8.1,3.1,31.8,2.0,0.2
1034,SandMi01,Miles Sanders,23,RB,12,11,52.0,28,53.8%,197,7.0,0,28,3.8,2.3,16.4,4.0,0.0
1035,SandMi01,Miles Sanders,24,RB,12,12,34.0,26,76.5%,158,6.1,0,25,4.6,2.2,13.2,1.0,0.0
1036,SaubEr00,Eric Saubert,24,TE,16,1,9.0,5,55.6%,48,9.6,0,17,5.3,0.3,3.0,0.0,0.0
1037,SaubEr00,Eric Saubert,25,TE,2,0,3.0,2,66.7%,21,10.5,0,11,7.0,1.0,10.5,0.0,0.0
1038,SaubEr00,Eric Saubert,26,TE,8,4,4.0,3,75.0%,16,5.3,0,9,4.0,0.4,2.0,0.0,0.0
1039,SaubEr00,Eric Saubert,27,TE,17,4,12.0,8,66.7%,47,5.9,1,11,3.9,0.5,2.8,0.0,0.1
1040,SchrMa00,Mason Schreck,27,TE,14,1,1.0,0,0.0%,0,,0,0,0.0,0.0,0.0,,0.0
1041,SchuDa00,Dalton Schultz,22,TE,11,7,17.0,12,70.6%,116,9.7,0,17,6.8,1.1,10.5,0.0,0.0
1042,SchuDa00,Dalton Schultz,23,TE,16,0,2.0,1,50.0%,6,6.0,0,6,3.0,0.1,0.4,0.0,0.0
1043,SchuDa00,Dalton Schultz,24,TE,16,14,89.0,63,70.8%,615,9.8,4,28,6.9,3.9,38.4,1.0,0.2
1044,SchuDa00,Dalton Schultz,25,TE,17,15,104.0,78,75.0%,808,10.4,8,32,7.8,4.6,47.5,0.0,0.5
1045,SchwAn00,Anthony Schwartz,21,WR,14,2,23.0,10,43.5%,135,13.5,1,44,5.9,0.7,9.6,0.0,0.1
1046,ScotBo02,Boston Scott,24,RB,11,2,26.0,24,92.3%,204,8.5,0,39,7.8,2.2,18.5,4.0,0.0
1047,ScotBo02,Boston Scott,25,RB,16,4,36.0,25,69.4%,212,8.5,1,18,5.9,1.6,13.3,2.0,0.1
1048,ScotBo02,Boston Scott,26,RB,16,4,16.0,13,81.3%,83,6.4,0,19,5.2,0.8,5.2,1.0,0.0
1049,ShenLa00,Laviska Shenault Jr.,22,WR,14,12,79.0,58,73.4%,600,10.3,5,36,7.6,4.1,42.9,0.0,0.4
1050,ShenLa00,Laviska Shenault Jr.,23,WR,16,10,100.0,63,63.0%,619,9.8,0,58,6.2,3.9,38.7,1.0,0.0
1051,ShepSt00,Sterling Shepard,23,WR,16,16,105.0,65,61.9%,683,10.5,8,32,6.5,4.1,42.7,0.0,0.5
1052,ShepSt00,Sterling Shepard,24,WR,11,10,84.0,59,70.2%,731,12.4,2,77,8.7,5.4,66.5,1.0,0.2
1053,ShepSt00,Sterling Shepard,25,WR,16,16,107.0,66,61.7%,872,13.2,4,58,8.1,4.1,54.5,1.0,0.2
1054,ShepSt00,Sterling Shepard,26,WR,10,10,83.0,57,68.7%,576,10.1,3,36,6.9,5.7,57.6,0.0,0.3
1055,ShepSt00,Sterling Shepard,27,WR,12,12,90.0,66,73.3%,656,9.9,3,29,7.3,5.5,54.7,0.0,0.2
1056,ShepSt00,Sterling Shepard,28,WR,7,6,53.0,36,67.9%,366,10.2,1,37,6.9,5.1,52.3,0.0,0.1
1057,SherTr00,Trent Sherfield,22,WR,13,2,28.0,19,67.9%,210,11.1,1,21,7.5,1.5,16.2,0.0,0.1
1058,SherTr00,Trent Sherfield,23,WR,16,1,13.0,4,30.8%,80,20.0,0,38,6.2,0.3,5.0,0.0,0.0
1059,SherTr00,Trent Sherfield,24,WR,15,1,7.0,5,71.4%,50,10.0,0,26,7.1,0.3,3.3,0.0,0.0
1060,SherTr00,Trent Sherfield,25,WR,17,1,20.0,9,45.0%,87,9.7,1,18,4.4,0.5,5.1,0.0,0.1
1061,SillDa01,David Sills,25,WR,4,1,6.0,2,33.3%,17,8.5,0,12,2.8,0.5,4.3,0.0,0.0
1062,SimsCa00,Cam Sims,23,WR,7,1,3.0,2,66.7%,27,13.5,0,15,9.0,0.3,3.9,0.0,0.0
1063,SimsCa00,Cam Sims,24,WR,16,10,48.0,32,66.7%,477,14.9,1,50,9.9,2.0,29.8,1.0,0.1
1064,SimsCa00,Cam Sims,25,WR,14,3,23.0,15,65.2%,211,14.1,2,43,9.2,1.1,15.1,0.0,0.1
1065,SimsSt00,Steven Sims,22,WR,16,2,56.0,34,60.7%,310,9.1,4,65,5.5,2.1,19.4,1.0,0.2
1066,SimsSt00,Steven Sims,23,WR,12,2,37.0,27,73.0%,265,9.8,1,30,7.2,2.3,22.1,4.0,0.1
1067,SingDe00,Devin Singletary,22,RB,12,8,41.0,29,70.7%,194,6.7,2,49,4.7,2.4,16.2,4.0,0.2
1068,SingDe00,Devin Singletary,23,RB,16,16,50.0,38,76.0%,269,7.1,0,34,5.4,2.4,16.8,1.0,0.0
1069,SingDe00,Devin Singletary,24,RB,17,16,50.0,40,80.0%,228,5.7,1,19,4.6,2.4,13.4,5.0,0.1
1070,SkowBe00,Ben Skowronek,24,WR,14,1,20.0,11,55.0%,133,12.1,0,35,6.7,0.8,9.5,0.0,0.0
1071,SlayDa01,Darius Slayton,22,WR,14,9,84.0,48,57.1%,740,15.4,8,55,8.8,3.4,52.9,0.0,0.6
1072,SlayDa01,Darius Slayton,23,WR,16,15,96.0,50,52.1%,751,15.0,3,41,7.8,3.1,46.9,1.0,0.2
1073,SlayDa01,Darius Slayton,24,WR,13,5,58.0,26,44.8%,339,13.0,2,42,5.8,2.0,26.1,1.0,0.2
1074,SmitDe07,DeVonta Smith,23,WR,17,16,104.0,64,61.5%,916,14.3,5,46,8.8,3.8,53.9,1.0,0.3
1075,SmitIh00,Ihmir Smith-Marsette,22,WR,8,1,6.0,5,83.3%,116,23.2,2,44,19.3,0.6,14.5,0.0,0.2
1076,SmitIr01,Irv Smith Jr.,21,TE,16,7,47.0,36,76.6%,311,8.6,2,29,6.6,2.3,19.4,1.0,0.1
1077,SmitIr01,Irv Smith Jr.,22,TE,13,7,43.0,30,69.8%,365,12.2,5,36,8.5,2.3,28.1,0.0,0.4
1078,SmitJe03,Jeff Smith,22,WR,1,0,2.0,1,50.0%,12,12.0,0,12,6.0,1.0,12.0,0.0,0.0
1079,SmitJe03,Jeff Smith,23,WR,12,4,37.0,17,45.9%,167,9.8,0,21,4.5,1.4,13.9,0.0,0.0
1080,SmitJe03,Jeff Smith,24,WR,12,3,17.0,8,47.1%,113,14.1,0,35,6.6,0.7,9.4,0.0,0.0
1081,SmitJo01,Jonnu Smith,22,TE,16,13,30.0,18,60.0%,157,8.7,2,32,5.2,1.1,9.8,0.0,0.1
1082,SmitJo01,Jonnu Smith,23,TE,13,12,30.0,20,66.7%,258,12.9,3,61,8.6,1.5,19.8,1.0,0.2
1083,SmitJo01,Jonnu Smith,24,TE,16,14,44.0,35,79.5%,439,12.5,3,57,10.0,2.2,27.4,0.0,0.2
1084,SmitJo01,Jonnu Smith,25,TE,15,14,65.0,41,63.1%,448,10.9,8,63,6.9,2.7,29.9,0.0,0.5
1085,SmitJo01,Jonnu Smith,26,TE,16,11,45.0,28,62.2%,294,10.5,1,28,6.5,1.8,18.4,1.0,0.1
1086,SmitJu00,JuJu Smith-Schuster,21,WR,14,7,79.0,58,73.4%,917,15.8,7,97,11.6,4.1,65.5,0.0,0.5
1087,SmitJu00,JuJu Smith-Schuster*,22,WR,16,13,166.0,111,66.9%,1426,12.8,7,97,8.6,6.9,89.1,1.0,0.4
1088,SmitJu00,JuJu Smith-Schuster,23,WR,12,12,70.0,42,60.0%,552,13.1,3,76,7.9,3.5,46.0,1.0,0.2
1089,SmitJu00,JuJu Smith-Schuster,24,WR,16,14,128.0,97,75.8%,831,8.6,9,31,6.5,6.1,51.9,3.0,0.6
1090,SmitJu00,JuJu Smith-Schuster,25,WR,5,5,28.0,15,53.6%,129,8.6,0,24,4.6,3.0,25.8,0.0,0.0
1091,SmitSh03,Shi Smith,23,WR,6,0,11.0,6,54.5%,104,17.3,0,63,9.5,1.0,17.3,0.0,0.0
1092,SmitTr03,Tre'Quan Smith,22,WR,15,7,44.0,28,63.6%,427,15.3,5,62,9.7,1.9,28.5,0.0,0.3
1093,SmitTr03,Tre'Quan Smith,23,WR,11,6,25.0,18,72.0%,234,13.0,5,32,9.4,1.6,21.3,0.0,0.5
1094,SmitTr03,Tre'Quan Smith,24,WR,14,10,50.0,34,68.0%,448,13.2,4,31,9.0,2.4,32.0,1.0,0.3
1095,SmitTr03,Tre'Quan Smith,25,WR,11,6,50.0,32,64.0%,377,11.8,3,34,7.5,2.9,34.3,1.0,0.3
1096,SmytDu00,Durham Smythe,23,TE,15,2,11.0,6,54.5%,50,8.3,0,21,4.5,0.4,3.3,0.0,0.0
1097,SmytDu00,Durham Smythe,24,TE,16,14,14.0,7,50.0%,65,9.3,0,24,4.6,0.4,4.1,0.0,0.0
1098,SmytDu00,Durham Smythe,25,TE,15,13,29.0,26,89.7%,208,8.0,2,19,7.2,1.7,13.9,0.0,0.1
1099,SmytDu00,Durham Smythe,26,TE,17,12,41.0,34,82.9%,357,10.5,0,25,8.7,2.0,21.0,0.0,0.0
1100,SnelBe00,Benny Snell Jr.,21,RB,13,2,4.0,3,75.0%,23,7.7,0,14,5.8,0.2,1.8,1.0,0.0
1101,SnelBe00,Benny Snell Jr.,22,RB,16,3,14.0,10,71.4%,61,6.1,0,14,4.4,0.6,3.8,2.0,0.0
1102,SnelBe00,Benny Snell Jr.,23,RB,17,0,4.0,2,50.0%,13,6.5,0,7,3.3,0.1,0.8,0.0,0.0
1103,St.BEq00,Equanimeous St. Brown,22,WR,12,7,36.0,21,58.3%,328,15.6,0,54,9.1,1.8,27.3,0.0,0.0
1104,St.BEq00,Equanimeous St. Brown,24,WR,12,1,13.0,7,53.8%,117,16.7,1,24,9.0,0.6,9.8,0.0,0.1
1105,St.BEq00,Equanimeous St. Brown,25,WR,13,2,17.0,9,52.9%,98,10.9,0,26,5.8,0.7,7.5,0.0,0.0
1106,StevRh00,Rhamondre Stevenson,23,RB,12,2,18.0,14,77.8%,123,8.8,0,41,6.8,1.2,10.3,2.0,0.0
1107,StolJa00,Jack Stoll,23,TE,16,5,5.0,4,80.0%,22,5.5,0,9,4.4,0.3,1.4,0.0,0.0
1108,StraMi03,Mike Strachan,24,WR,6,0,3.0,2,66.7%,26,13.0,0,16,8.7,0.3,4.3,0.0,0.0
1109,StxxAm00,Amon-Ra St. Brown,22,WR,17,9,119.0,90,75.6%,912,10.1,5,37,7.7,5.3,53.6,0.0,0.3
1110,SullSt00,Stephen Sullivan,25,TE,3,0,1.0,0,0.0%,0,,0,0,0.0,0.0,0.0,0.0,0.0
1111,SuttCo00,Courtland Sutton,23,WR,16,9,84.0,42,50.0%,704,16.8,4,42,8.4,2.6,44.0,0.0,0.2
1112,SuttCo00,Courtland Sutton*,24,WR,16,14,124.0,72,58.1%,1112,15.4,6,70,9.0,4.5,69.5,2.0,0.4
1113,SuttCo00,Courtland Sutton,25,WR,1,1,6.0,3,50.0%,66,22.0,0,45,11.0,3.0,66.0,0.0,0.0
1114,SuttCo00,Courtland Sutton,26,WR,17,16,98.0,58,59.2%,776,13.4,2,55,7.9,3.4,45.6,0.0,0.1
1115,SwaiGe00,Geoff Swaim,22,TE,4,1,1.0,1,100.0%,0,0.0,0,0,0.0,0.3,0.0,0.0,0.0
1116,SwaiGe00,Geoff Swaim,23,TE,9,6,8.0,6,75.0%,69,11.5,0,28,8.6,0.7,7.7,0.0,0.0
1117,SwaiGe00,Geoff Swaim,24,TE,15,2,2.0,2,100.0%,25,12.5,0,18,12.5,0.1,1.7,0.0,0.0
1118,SwaiGe00,Geoff Swaim,25,TE,9,9,32.0,26,81.3%,242,9.3,1,43,7.6,2.9,26.9,0.0,0.1
1119,SwaiGe00,Geoff Swaim,26,TE,6,2,17.0,13,76.5%,65,5.0,0,9,3.8,2.2,10.8,0.0,0.0
1120,SwaiGe00,Geoff Swaim,27,WR,10,8,12.0,9,75.0%,83,9.2,1,16,6.9,0.9,8.3,0.0,0.1
1121,SwaiGe00,Geoff Swaim,28,TE,16,16,40.0,31,77.5%,210,6.8,3,26,5.3,1.9,13.1,0.0,0.2
1122,SweeTo00,Tommy Sweeney,24,TE,6,1,13.0,8,61.5%,114,14.3,0,29,8.8,1.3,19.0,0.0,0.0
1123,SweeTo00,Tommy Sweeney,26,TE,13,3,12.0,9,75.0%,44,4.9,1,13,3.7,0.7,3.4,1.0,0.1
1124,SwifDA00,D'Andre Swift,21,RB,13,4,57.0,46,80.7%,357,7.8,2,26,6.3,3.5,27.5,3.0,0.2
1125,SwifDA00,D'Andre Swift,22,RB,13,4,78.0,62,79.5%,452,7.3,2,63,5.8,4.8,34.8,2.0,0.2
1126,TaylJJ01,J.J. Taylor,22,RB,6,0,2.0,1,50.0%,4,4.0,0,4,2.0,0.2,0.7,0.0,0.0
1127,TaylJJ01,J.J. Taylor,23,RB,5,0,4.0,4,100.0%,8,2.0,0,5,2.0,0.8,1.6,1.0,0.0
1128,TaylJo02,Jonathan Taylor,21,RB,15,13,39.0,36,92.3%,299,8.3,1,39,7.7,2.4,19.9,1.0,0.1
1129,TaylJo02,Jonathan Taylor*+,22,RB,17,17,51.0,40,78.4%,360,9.0,2,76,7.1,2.4,21.2,4.0,0.1
1130,TaylTr02,Trent Taylor,23,WR,15,1,60.0,43,71.7%,430,10.0,2,33,7.2,2.9,28.7,1.0,0.1
1131,TaylTr02,Trent Taylor,24,WR,14,0,41.0,26,63.4%,215,8.3,1,23,5.2,1.9,15.4,1.0,0.1
1132,TaylTr02,Trent Taylor,26,WR,12,1,21.0,10,47.6%,86,8.6,0,29,4.1,0.8,7.2,0.0,0.0
1133,TaylTr02,Trent Taylor,27,WR,4,0,3.0,2,66.7%,41,20.5,0,26,13.7,0.5,10.3,0.0,0.0
1134,ThieAd00,Adam Thielen,24,WR,16,2,13.0,8,61.5%,137,17.1,1,44,10.5,0.5,8.6,0.0,0.1
1135,ThieAd00,Adam Thielen,25,WR,16,2,18.0,12,66.7%,144,12.0,0,30,8.0,0.8,9.0,0.0,0.0
1136,ThieAd00,Adam Thielen,26,WR,16,10,92.0,69,75.0%,967,14.0,5,71,10.5,4.3,60.4,2.0,0.3
1137,ThieAd00,Adam Thielen*,27,WR,16,16,142.0,91,64.1%,1276,14.0,4,65,9.0,5.7,79.8,3.0,0.2
1138,ThieAd00,Adam Thielen*,28,WR,16,16,153.0,113,73.9%,1373,12.2,9,68,9.0,7.1,85.8,1.0,0.6
1139,ThieAd00,Adam Thielen,29,WR,10,10,48.0,30,62.5%,418,13.9,6,44,8.7,3.0,41.8,0.0,0.6
1140,ThieAd00,Adam Thielen,30,WR,15,15,108.0,74,68.5%,925,12.5,14,51,8.6,4.9,61.7,0.0,0.9
1141,ThieAd00,Adam Thielen,31,WR,13,13,95.0,67,70.5%,726,10.8,10,35,7.6,5.2,55.8,1.0,0.8
1142,ThomIa00,Ian Thomas,22,TE,16,6,49.0,36,73.5%,333,9.3,2,31,6.8,2.3,20.8,0.0,0.1
1143,ThomIa00,Ian Thomas,23,TE,16,3,30.0,16,53.3%,136,8.5,1,19,4.5,1.0,8.5,0.0,0.1
1144,ThomIa00,Ian Thomas,24,TE,16,8,31.0,20,64.5%,145,7.3,1,21,4.7,1.3,9.1,1.0,0.1
1145,ThomIa00,Ian Thomas,25,TE,17,13,30.0,18,60.0%,188,10.4,0,41,6.3,1.1,11.1,0.0,0.0
1146,ThomLo00,Logan Thomas,26,TE,12,2,9.0,7,77.8%,67,9.6,1,22,7.4,0.6,5.6,0.0,0.1
1147,ThomLo00,Logan Thomas,27,TE,12,3,17.0,12,70.6%,77,6.4,0,24,4.5,1.0,6.4,0.0,0.0
1148,ThomLo00,Logan Thomas,28,TE,16,3,28.0,16,57.1%,173,10.8,1,17,6.2,1.0,10.8,0.0,0.1
1149,ThomLo00,Logan Thomas,29,TE,16,15,110.0,72,65.5%,670,9.3,6,30,6.1,4.5,41.9,0.0,0.4
1150,ThomLo00,Logan Thomas,30,TE,6,6,25.0,18,72.0%,196,10.9,3,35,7.8,3.0,32.7,1.0,0.5
1151,ThomMi04,Mike Thomas,22,WR,15,0,9.0,3,33.3%,37,12.3,0,16,4.1,0.2,2.5,1.0,0.0
1152,ThomMi04,Mike Thomas,23,WR,8,1,7.0,5,71.4%,93,18.6,0,50,13.3,0.6,11.6,1.0,0.0
1153,ThomMi04,Mike Thomas,25,WR,16,0,5.0,2,40.0%,14,7.0,0,9,2.8,0.1,0.9,0.0,0.0
1154,ThomMi04,Mike Thomas,26,WR,14,0,21.0,13,61.9%,132,10.2,1,29,6.3,0.9,9.4,1.0,0.1
1155,ThomMi04,Mike Thomas,27,WR,12,1,11.0,5,45.5%,52,10.4,0,19,4.7,0.4,4.3,0.0,0.0
1156,ThomMi05,Michael Thomas,23,WR,15,12,121.0,92,76.0%,1137,12.4,9,46,9.4,6.1,75.8,2.0,0.6
1157,ThomMi05,Michael Thomas*,24,WR,16,14,149.0,104,69.8%,1245,12.0,5,43,8.4,6.5,77.8,0.0,0.3
1158,ThomMi05,Michael Thomas*+,25,WR,16,16,147.0,125,85.0%,1405,11.2,9,72,9.6,7.8,87.8,2.0,0.6
1159,ThomMi05,Michael Thomas*+,26,WR,16,15,185.0,149,80.5%,1725,11.6,9,49,9.3,9.3,107.8,1.0,0.6
1160,ThomMi05,Michael Thomas,27,WR,7,5,55.0,40,72.7%,438,11.0,0,24,8.0,5.7,62.6,0.0,0.0
1161,TogiNo00,Noah Togiai,23,TE,4,0,1.0,0,0.0%,0,,0,0,0.0,0.0,0.0,,0.0
1162,TomlEr01,Eric Tomlinson,25,TE,14,12,11.0,8,72.7%,121,15.1,1,34,11.0,0.6,8.6,0.0,0.1
1163,TomlEr01,Eric Tomlinson,26,TE,15,12,14.0,8,57.1%,72,9.0,0,24,5.1,0.5,4.8,0.0,0.0
1164,TomlEr01,Eric Tomlinson,27,TE,8,3,1.0,1,100.0%,1,1.0,0,1,1.0,0.1,0.1,0.0,0.0
1165,TomlEr01,Eric Tomlinson,28,TE,7,2,1.0,0,0.0%,0,0,0,0,0.0,0.0,0.0,,0.0
1166,TomlEr01,Eric Tomlinson,29,TE,17,7,1.0,1,100.0%,7,7.0,0,7,7.0,0.1,0.4,0.0,0.0
1167,ToneKa00,Kadarius Toney,22,WR,10,4,57.0,39,68.4%,420,10.8,0,38,7.4,3.9,42.0,0.0,0.0
1168,TonyRo00,Robert Tonyan,24,TE,16,1,6.0,4,66.7%,77,19.3,1,54,12.8,0.3,4.8,0.0,0.1
1169,TonyRo00,Robert Tonyan,25,TE,11,1,15.0,10,66.7%,100,10.0,1,28,6.7,0.9,9.1,0.0,0.1
1170,TonyRo00,Robert Tonyan,26,TE,16,8,59.0,52,88.1%,586,11.3,11,45,9.9,3.3,36.6,0.0,0.7
1171,TonyRo00,Robert Tonyan,27,TE,8,5,29.0,18,62.1%,204,11.3,2,33,7.0,2.3,25.5,0.0,0.2
1172,TrauAd00,Adam Trautman,23,TE,15,6,16.0,15,93.8%,171,11.4,1,41,10.7,1.0,11.4,0.0,0.1
1173,TrauAd00,Adam Trautman,24,TE,13,10,43.0,27,62.8%,263,9.7,2,32,6.1,2.1,20.2,1.0,0.2
1174,TremTo00,Tommy Tremble,21,TE,16,11,35.0,20,57.1%,180,9.0,1,30,5.1,1.3,11.3,0.0,0.1
1175,UzomC.00,C.J. Uzomah,22,TE,5,0,1.0,1,100.0%,4,4.0,0,4,4.0,0.2,0.8,0.0,0.0
1176,UzomC.00,C.J. Uzomah,23,TE,10,8,38.0,25,65.8%,234,9.4,1,54,6.2,2.5,23.4,0.0,0.1
1177,UzomC.00,C.J. Uzomah,24,TE,14,4,15.0,10,66.7%,92,9.2,1,21,6.1,0.7,6.6,0.0,0.1
1178,UzomC.00,C.J. Uzomah,25,TE,16,15,64.0,43,67.2%,439,10.2,3,29,6.9,2.7,27.4,0.0,0.2
1179,UzomC.00,C.J. Uzomah,26,TE,16,16,40.0,27,67.5%,242,9.0,2,36,6.1,1.7,15.1,0.0,0.1
1180,UzomC.00,C.J. Uzomah,27,TE,2,2,11.0,8,72.7%,87,10.9,1,23,7.9,4.0,43.5,0.0,0.5
1181,UzomC.00,C.J. Uzomah,28,TE,16,16,63.0,49,77.8%,493,10.1,5,55,7.8,3.1,30.8,0.0,0.3
1182,ValdMa00,Marquez Valdes-Scantling,24,WR,16,10,73.0,38,52.1%,581,15.3,2,60,8.0,2.4,36.3,0.0,0.1
1183,ValdMa00,Marquez Valdes-Scantling,25,WR,16,10,56.0,26,46.4%,452,17.4,2,74,8.1,1.6,28.3,0.0,0.1
1184,ValdMa00,Marquez Valdes-Scantling,26,WR,16,12,63.0,33,52.4%,690,20.9,6,78,11.0,2.1,43.1,1.0,0.4
1185,ValdMa00,Marquez Valdes-Scantling,27,WR,11,7,55.0,26,47.3%,430,16.5,3,75,7.8,2.4,39.1,0.0,0.3
1186,VannNi00,Nick Vannett,23,TE,9,2,4.0,3,75.0%,32,10.7,0,21,8.0,0.3,3.6,0.0,0.0
1187,VannNi00,Nick Vannett,24,TE,15,4,15.0,12,80.0%,124,10.3,1,21,8.3,0.8,8.3,0.0,0.1
1188,VannNi00,Nick Vannett,25,TE,15,9,43.0,29,67.4%,269,9.3,3,32,6.3,1.9,17.9,1.0,0.2
1189,VannNi00,Nick Vannett,26,TE,16,7,22.0,17,77.3%,166,9.8,0,18,7.5,1.1,10.4,0.0,0.0
1190,VannNi00,Nick Vannett,27,TE,15,11,21.0,14,66.7%,95,6.8,1,19,4.5,0.9,6.3,0.0,0.1
1191,VannNi00,Nick Vannett,28,TE,7,2,15.0,9,60.0%,133,14.8,1,30,8.9,1.3,19.0,0.0,0.1
1192,VaugKe00,Ke'Shawn Vaughn,23,RB,10,0,10.0,5,50.0%,34,6.8,1,13,3.4,0.5,3.4,1.0,0.1
1193,VaugKe00,Ke'Shawn Vaughn,24,RB,12,1,8.0,4,50.0%,26,6.5,0,8,3.3,0.3,2.2,0.0,0.0
1194,WaddJa00,Jaylen Waddle,23,WR,16,16,140.0,104,74.3%,1015,9.8,6,57,7.3,6.5,63.4,2.0,0.4
1195,WallDa01,Darren Waller,23,WR,6,1,6.0,2,33.3%,18,9.0,0,17,3.0,0.3,3.0,0.0,0.0
1196,WallDa01,Darren Waller,24,WR,12,3,17.0,10,58.8%,85,8.5,2,15,5.0,0.8,7.1,0.0,0.2
1197,WallDa01,Darren Waller,26,WR,4,0,6.0,6,100.0%,75,12.5,0,44,12.5,1.5,18.8,0.0,0.0
1198,WallDa01,Darren Waller,27,TE,16,16,117.0,90,76.9%,1145,12.7,3,75,9.8,5.6,71.6,1.0,0.2
1199,WallDa01,Darren Waller*,28,TE,16,15,145.0,107,73.8%,1196,11.2,9,38,8.2,6.7,74.8,2.0,0.6
1200,WallDa01,Darren Waller,29,TE,11,11,93.0,55,59.1%,665,12.1,2,33,7.2,5.0,60.5,0.0,0.2
1201,WallTy00,Tylan Wallace,22,WR,17,1,6.0,2,33.3%,23,11.5,0,18,3.8,0.1,1.4,0.0,0.0
1202,WashDw00,Dwayne Washington,22,RB,12,2,15.0,10,66.7%,62,6.2,0,11,4.1,0.8,5.2,0.0,0.0
1203,WashDw00,Dwayne Washington,23,RB,5,0,2.0,2,100.0%,14,7.0,0,10,7.0,0.4,2.8,0.0,0.0
1204,WashDw00,Dwayne Washington,25,RB,16,0,1.0,1,100.0%,6,6.0,0,6,6.0,0.1,0.4,0.0,0.0
