,id,Player,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb,TD/G
594,IngrMa01,Mark Ingram,26,RB,12,10,60.0,50,83.3%,405,8.1,0,59,6.8,4.2,33.8,2.0,0.0
595,IngrMa01,Mark Ingram,27,RB,16,14,58.0,46,79.3%,319,6.9,4,22,5.5,2.9,19.9,2.0,0.2
596,IngrMa01,Mark Ingram*,28,RB,16,12,71.0,58,81.7%,416,7.2,0,54,5.9,3.6,26.0,3.0,0.0
597,IngrMa01,Mark Ingram,29,RB,12,6,27.0,21,77.8%,170,8.1,1,28,6.3,1.8,14.2,3.0,0.1
598,IngrMa01,Mark Ingram*,30,RB,15,15,29.0,26,89.7%,247,9.5,5,25,8.5,1.7,16.5,2.0,0.3
599,IngrMa01,Mark Ingram,31,RB,11,9,8.0,6,75.0%,50,8.3,0,18,6.3,0.5,4.5,0.0,0.0
600,IngrMa01,Mark Ingram,32,RB,14,10,35.0,27,77.1%,162,6.0,0,34,4.6,1.9,11.6,1.0,0.0
601,IrwiTr00,Trenton Irwin,25,WR,1,0,2.0,1,50.0%,5,5.0,0,5,2.5,1.0,5.0,0.0,0.0
602,IrwiTr00,Trenton Irwin,26,WR,7,0,5.0,2,40.0%,34,17.0,0,25,6.8,0.3,4.9,0.0,0.0
603,IsabAn00,Andy Isabella,23,WR,15,1,13.0,9,69.2%,189,21.0,1,88,14.5,0.6,12.6,0.0,0.1
604,IsabAn00,Andy Isabella,24,WR,13,2,35.0,21,60.0%,224,10.7,2,54,6.4,1.6,17.2,1.0,0.2
605,IsabAn00,Andy Isabella,25,WR,8,0,1.0,1,100.0%,13,13.0,0,13,13.0,0.1,1.6,0.0,0.0
606,JackDe00,DeSean Jackson,26,WR,11,11,87.0,45,51.7%,700,15.6,2,77,8.0,4.1,63.6,1.0,0.2
607,JackDe00,DeSean Jackson*,27,WR,16,16,126.0,82,65.1%,1332,16.2,9,61,10.6,5.1,83.3,1.0,0.6
608,JackDe00,DeSean Jackson,28,WR,15,13,95.0,56,58.9%,1169,20.9,6,81,12.3,3.7,77.9,0.0,0.4
609,JackDe00,DeSean Jackson,29,WR,9,9,49.0,30,61.2%,528,17.6,4,77,10.8,3.3,58.7,1.0,0.4
610,JackDe00,DeSean Jackson,30,WR,15,15,100.0,56,56.0%,1005,17.9,4,80,10.1,3.7,67.0,0.0,0.3
611,JackDe00,DeSean Jackson,31,WR,14,13,90.0,50,55.6%,668,13.4,3,41,7.4,3.6,47.7,0.0,0.2
612,JackDe00,DeSean Jackson,32,WR,12,10,74.0,41,55.4%,774,18.9,4,75,10.5,3.4,64.5,0.0,0.3
613,JackDe00,DeSean Jackson,33,WR,3,3,10.0,9,90.0%,159,17.7,2,53,15.9,3.0,53.0,0.0,0.7
614,JackDe00,DeSean Jackson,34,WR,5,5,26.0,14,53.8%,236,16.9,1,81,9.1,2.8,47.2,0.0,0.2
615,JackDe00,DeSean Jackson,35,WR,16,4,34.0,20,58.8%,454,22.7,2,75,13.4,1.3,28.4,1.0,0.1
616,JackJu01,Justin Jackson,22,RB,13,1,19.0,15,78.9%,135,9.0,0,19,7.1,1.2,10.4,0.0,0.0
617,JackJu01,Justin Jackson,23,RB,7,0,11.0,9,81.8%,22,2.4,0,9,2.0,1.3,3.1,0.0,0.0
618,JackJu01,Justin Jackson,24,RB,9,4,24.0,19,79.2%,173,9.1,0,34,7.2,2.1,19.2,0.0,0.0
619,JackJu01,Justin Jackson,25,RB,14,2,25.0,22,88.0%,178,8.1,0,25,7.1,1.6,12.7,1.0,0.0
620,JacoJo01,Josh Jacobs,21,RB,13,13,27.0,20,74.1%,166,8.3,0,28,6.1,1.5,12.8,1.0,0.0
621,JacoJo01,Josh Jacobs*,22,RB,15,15,45.0,33,73.3%,238,7.2,0,29,5.3,2.2,15.9,2.0,0.0
622,JacoJo01,Josh Jacobs,23,RB,15,14,64.0,54,84.4%,348,6.4,0,29,5.4,3.6,23.2,2.0,0.0
623,JameRi00,Richie James,23,WR,13,2,14.0,9,64.3%,130,14.4,1,53,9.3,0.7,10.0,2.0,0.1
624,JameRi00,Richie James,24,WR,16,1,10.0,6,60.0%,165,27.5,1,57,16.5,0.4,10.3,1.0,0.1
625,JameRi00,Richie James,25,WR,11,7,35.0,23,65.7%,394,17.1,1,47,11.3,2.1,35.8,2.0,0.1
626,JeffJu00,Justin Jefferson*,21,WR,16,14,125.0,88,70.4%,1400,15.9,7,71,11.2,5.5,87.5,1.0,0.4
627,JeffJu00,Justin Jefferson*,22,WR,17,17,167.0,108,64.7%,1616,15.0,10,56,9.7,6.4,95.1,1.0,0.6
628,JeffVa00,Van Jefferson,24,WR,16,0,31.0,19,61.3%,220,11.6,1,31,7.1,1.2,13.8,1.0,0.1
629,JeffVa00,Van Jefferson,25,WR,17,17,89.0,50,56.2%,802,16.0,6,79,9.0,2.9,47.2,0.0,0.4
630,JennJa00,Jauan Jennings,24,WR,16,1,38.0,24,63.2%,282,11.8,5,34,7.4,1.5,17.6,1.0,0.3
631,JeudJe00,Jerry Jeudy,21,WR,16,14,113.0,52,46.0%,856,16.5,3,92,7.6,3.3,53.5,2.0,0.2
632,JeudJe00,Jerry Jeudy,22,WR,10,5,56.0,38,67.9%,467,12.3,0,40,8.3,3.8,46.7,1.0,0.0
633,JohnDE04,D'Ernest Johnson,23,RB,16,0,7.0,6,85.7%,71,11.8,0,27,10.1,0.4,4.4,0.0,0.0
634,JohnDE04,D'Ernest Johnson,24,RB,16,0,4.0,3,75.0%,14,4.7,0,5,3.5,0.2,0.9,1.0,0.0
635,JohnDE04,D'Ernest Johnson,25,RB,17,2,25.0,19,76.0%,137,7.2,0,18,5.5,1.1,8.1,1.0,0.0
636,JohnDa08,David Johnson,24,RB,16,5,57.0,36,63.2%,457,12.7,4,55,8.0,2.3,28.6,4.0,0.2
637,JohnDa08,David Johnson*+,25,RB,16,16,120.0,80,66.7%,879,11.0,4,58,7.3,5.0,54.9,5.0,0.2
638,JohnDa08,David Johnson,26,RB,1,1,9.0,6,66.7%,67,11.2,0,24,7.4,6.0,67.0,2.0,0.0
639,JohnDa08,David Johnson,27,RB,16,16,76.0,50,65.8%,446,8.9,3,40,5.9,3.1,27.9,3.0,0.2
640,JohnDa08,David Johnson,28,RB,13,9,47.0,36,76.6%,370,10.3,4,31,7.9,2.8,28.5,1.0,0.3
641,JohnDa08,David Johnson,29,RB,12,12,46.0,33,71.7%,314,9.5,2,32,6.8,2.8,26.2,2.0,0.2
642,JohnDa08,David Johnson,30,RB,13,4,42.0,32,76.2%,225,7.0,1,16,5.4,2.5,17.3,1.0,0.1
643,JohnDi01,Diontae Johnson,23,WR,16,12,92.0,59,64.1%,680,11.5,5,45,7.4,3.7,42.5,5.0,0.3
644,JohnDi01,Diontae Johnson,24,WR,15,13,144.0,88,61.1%,923,10.5,7,47,6.4,5.9,61.5,2.0,0.5
645,JohnDi01,Diontae Johnson*,25,WR,16,14,169.0,107,63.3%,1161,10.9,8,50,6.9,6.7,72.6,2.0,0.5
646,JohnJu02,Juwan Johnson,24,WR,7,4,10.0,4,40.0%,39,9.8,0,19,3.9,0.6,5.6,0.0,0.0
647,JohnJu02,Juwan Johnson,25,WR,14,2,22.0,13,59.1%,159,12.2,4,27,7.2,0.9,11.4,0.0,0.3
648,JohnMa07,Marcus Johnson,23,WR,10,0,8.0,5,62.5%,45,9.0,0,16,5.6,0.5,4.5,1.0,0.0
649,JohnMa07,Marcus Johnson,24,WR,5,0,8.0,6,75.0%,102,17.0,1,34,12.8,1.2,20.4,0.0,0.2
650,JohnMa07,Marcus Johnson,25,WR,8,6,33.0,17,51.5%,277,16.3,2,50,8.4,2.1,34.6,0.0,0.2
651,JohnMa07,Marcus Johnson,26,WR,11,3,28.0,14,50.0%,255,18.2,0,55,9.1,1.3,23.2,0.0,0.0
652,JohnMa07,Marcus Johnson,27,WR,7,3,19.0,9,47.4%,160,17.8,0,50,8.4,1.3,22.9,0.0,0.0
653,JohnTy02,Ty Johnson,22,RB,16,1,31.0,24,77.4%,109,4.5,0,13,3.5,1.5,6.8,1.0,0.0
654,JohnTy02,Ty Johnson,23,RB,13,1,21.0,16,76.2%,99,6.2,1,18,4.7,1.2,7.6,0.0,0.1
655,JohnTy02,Ty Johnson,24,RB,16,3,55.0,34,61.8%,372,10.9,2,23,6.8,2.1,23.3,2.0,0.1
656,JohnTy03,Tyron Johnson,24,WR,12,0,26.0,20,76.9%,398,19.9,3,55,15.3,1.7,33.2,0.0,0.2
657,JohnTy03,Tyron Johnson,25,WR,10,0,5.0,2,40.0%,16,8.0,0,10,3.2,0.2,1.6,0.0,0.0
658,JoneAa00,Aaron Jones,23,RB,12,4,18.0,9,50.0%,22,2.4,0,9,1.2,0.8,1.8,0.0,0.0
659,JoneAa00,Aaron Jones,24,RB,12,8,35.0,26,74.3%,206,7.9,1,24,5.9,2.2,17.2,1.0,0.1
660,JoneAa00,Aaron Jones,25,RB,16,16,68.0,49,72.1%,474,9.7,3,67,7.0,3.1,29.6,3.0,0.2
661,JoneAa00,Aaron Jones*,26,RB,14,14,63.0,47,74.6%,355,7.6,2,30,5.6,3.4,25.4,2.0,0.1
662,JoneAa00,Aaron Jones,27,RB,15,15,65.0,52,80.0%,391,7.5,6,26,6.0,3.5,26.1,2.0,0.4
663,JoneJu02,Julio Jones*,23,WR,16,15,128.0,79,61.7%,1198,15.2,10,80,9.4,4.9,74.9,0.0,0.6
664,JoneJu02,Julio Jones,24,WR,5,5,59.0,41,69.5%,580,14.1,2,81,9.8,8.2,116.0,2.0,0.4
665,JoneJu02,Julio Jones*,25,WR,15,15,163.0,104,63.8%,1593,15.3,6,79,9.8,6.9,106.2,2.0,0.4
666,JoneJu02,Julio Jones*+,26,WR,16,16,203.0,136,67.0%,1871,13.8,8,70,9.2,8.5,116.9,3.0,0.5
667,JoneJu02,Julio Jones*+,27,WR,14,14,129.0,83,64.3%,1409,17.0,6,75,10.9,5.9,100.6,0.0,0.4
668,JoneJu02,Julio Jones*,28,WR,16,16,148.0,88,59.5%,1444,16.4,3,53,9.8,5.5,90.3,0.0,0.2
669,JoneJu02,Julio Jones*,29,WR,16,16,170.0,113,66.5%,1677,14.8,8,58,9.9,7.1,104.8,2.0,0.5
670,JoneJu02,Julio Jones*,30,WR,15,15,157.0,99,63.1%,1394,14.1,6,54,8.9,6.6,92.9,1.0,0.4
671,JoneJu02,Julio Jones,31,WR,9,9,68.0,51,75.0%,771,15.1,3,44,11.3,5.7,85.7,0.0,0.3
672,JoneJu02,Julio Jones,32,WR,10,10,48.0,31,64.6%,434,14.0,1,51,9.0,3.1,43.4,0.0,0.1
673,JoneMa02,Marvin Jones,22,WR,11,5,32.0,18,56.3%,201,11.2,1,23,6.3,1.6,18.3,0.0,0.1
674,JoneMa02,Marvin Jones,23,WR,16,3,80.0,51,63.8%,712,14.0,10,45,8.9,3.2,44.5,0.0,0.6
675,JoneMa02,Marvin Jones,25,WR,16,13,103.0,65,63.1%,816,12.6,4,47,7.9,4.1,51.0,0.0,0.2
676,JoneMa02,Marvin Jones,26,WR,15,15,103.0,55,53.4%,930,16.9,4,73,9.0,3.7,62.0,0.0,0.3
677,JoneMa02,Marvin Jones,27,WR,16,16,107.0,61,57.0%,1101,18.0,9,58,10.3,3.8,68.8,0.0,0.6
678,JoneMa02,Marvin Jones,28,WR,9,9,62.0,35,56.5%,508,14.5,5,39,8.2,3.9,56.4,0.0,0.6
679,JoneMa02,Marvin Jones,29,WR,13,11,91.0,62,68.1%,779,12.6,9,47,8.6,4.8,59.9,0.0,0.7
680,JoneMa02,Marvin Jones,30,WR,16,16,115.0,76,66.1%,978,12.9,9,43,8.5,4.8,61.1,0.0,0.6
681,JoneMa02,Marvin Jones,31,WR,17,16,120.0,73,60.8%,832,11.4,4,33,6.9,4.3,48.9,0.0,0.2
682,JoneRo01,Ronald Jones II,21,RB,9,0,9.0,7,77.8%,33,4.7,0,15,3.7,0.8,3.7,0.0,0.0
683,JoneRo01,Ronald Jones II,22,RB,16,9,40.0,31,77.5%,309,10.0,0,41,7.7,1.9,19.3,3.0,0.0
684,JoneRo01,Ronald Jones II,23,RB,14,13,42.0,28,66.7%,165,5.9,1,37,3.9,2.0,11.8,2.0,0.1
685,JoneRo01,Ronald Jones II,24,RB,16,3,13.0,10,76.9%,64,6.4,0,15,4.9,0.6,4.0,2.0,0.0
686,JoneTo04,Tony Jones,24,RB,11,4,8.0,5,62.5%,29,5.8,0,19,3.6,0.5,2.6,0.0,0.0
687,JoneZa00,Zay Jones,22,WR,15,10,74.0,27,36.5%,316,11.7,2,33,4.3,1.8,21.1,0.0,0.1
688,JoneZa00,Zay Jones,23,WR,16,15,102.0,56,54.9%,652,11.6,7,57,6.4,3.5,40.8,1.0,0.4
689,JoneZa00,Zay Jones,24,WR,15,9,45.0,27,60.0%,216,8.0,0,23,4.8,1.8,14.4,0.0,0.0
690,JoneZa00,Zay Jones,25,WR,16,2,20.0,14,70.0%,154,11.0,1,37,7.7,0.9,9.6,0.0,0.1
691,JoneZa00,Zay Jones,26,WR,17,9,70.0,47,67.1%,546,11.6,1,43,7.8,2.8,32.1,1.0,0.1
692,JordBr00,Brevin Jordan,21,TE,9,2,28.0,20,71.4%,178,8.9,3,27,6.4,2.2,19.8,0.0,0.3
693,KamaAl00,Alvin Kamara*,22,RB,16,3,100.0,81,81.0%,826,10.2,5,40,8.3,5.1,51.6,1.0,0.3
694,KamaAl00,Alvin Kamara*,23,RB,15,13,105.0,81,77.1%,709,8.8,4,42,6.8,5.4,47.3,1.0,0.3
695,KamaAl00,Alvin Kamara*,24,RB,14,9,97.0,81,83.5%,533,6.6,1,41,5.5,5.8,38.1,4.0,0.1
696,KamaAl00,Alvin Kamara*,25,RB,15,10,107.0,83,77.6%,756,9.1,5,52,7.1,5.5,50.4,1.0,0.3
697,KamaAl00,Alvin Kamara*,26,RB,13,10,67.0,47,70.1%,439,9.3,5,31,6.6,3.6,33.8,0.0,0.4
698,KelcTr00,Travis Kelce,25,TE,16,11,87.0,67,77.0%,862,12.9,5,34,9.9,4.2,53.9,4.0,0.3
699,KelcTr00,Travis Kelce*,26,TE,16,16,103.0,72,69.9%,875,12.2,5,42,8.5,4.5,54.7,2.0,0.3
700,KelcTr00,Travis Kelce*+,27,TE,16,15,117.0,85,72.6%,1125,13.2,4,80,9.6,5.3,70.3,0.0,0.2
701,KelcTr00,Travis Kelce*,28,TE,15,15,122.0,83,68.0%,1038,12.5,8,44,8.5,5.5,69.2,0.0,0.5
702,KelcTr00,Travis Kelce*+,29,TE,16,16,150.0,103,68.7%,1336,13.0,10,43,8.9,6.4,83.5,2.0,0.6
703,KelcTr00,Travis Kelce*,30,TE,16,16,136.0,97,71.3%,1229,12.7,5,47,9.0,6.1,76.8,1.0,0.3
704,KelcTr00,Travis Kelce*+,31,TE,15,15,145.0,105,72.4%,1416,13.5,11,45,9.8,7.0,94.4,1.0,0.7
705,KelcTr00,Travis Kelce*,32,TE,16,16,134.0,92,68.7%,1125,12.2,9,69,8.4,5.8,70.3,1.0,0.6
706,KellJo01,Joshua Kelley,23,RB,14,0,23.0,23,100.0%,148,6.4,0,35,6.4,1.6,10.6,2.0,0.0
707,KellJo01,Joshua Kelley,24,RB,10,0,6.0,5,83.3%,38,7.6,0,17,6.3,0.5,3.8,1.0,0.0
708,KennTo01,Tom Kennedy,25,WR,12,0,10.0,6,60.0%,54,9.0,0,15,5.4,0.5,4.5,0.0,0.0
709,KirkCh01,Christian Kirk,22,WR,12,7,68.0,43,63.2%,590,13.7,3,75,8.7,3.6,49.2,0.0,0.2
710,KirkCh01,Christian Kirk,23,WR,13,13,108.0,68,63.0%,709,10.4,3,69,6.6,5.2,54.5,0.0,0.2
711,KirkCh01,Christian Kirk,24,WR,14,10,79.0,48,60.8%,621,12.9,6,80,7.9,3.4,44.4,1.0,0.4
712,KirkCh01,Christian Kirk,25,WR,17,11,103.0,77,74.8%,982,12.8,5,50,9.5,4.5,57.8,0.0,0.3
713,KirkKe00,Keith Kirkwood,24,WR,8,1,21.0,13,61.9%,209,16.1,2,42,10.0,1.6,26.1,0.0,0.2
714,KirkKe00,Keith Kirkwood,26,WR,1,0,2.0,1,50.0%,13,13.0,0,13,6.5,1.0,13.0,0.0,0.0
715,KirkKe00,Keith Kirkwood,27,WR,3,0,7.0,3,42.9%,17,5.7,0,7,2.4,1.0,5.7,0.0,0.0
716,KittGe00,George Kittle,24,TE,15,7,63.0,43,68.3%,515,12.0,2,44,8.2,2.9,34.3,0.0,0.1
717,KittGe00,George Kittle*,25,TE,16,16,136.0,88,64.7%,1377,15.6,5,85,10.1,5.5,86.1,0.0,0.3
718,KittGe00,George Kittle*+,26,TE,14,14,107.0,85,79.4%,1053,12.4,5,61,9.8,6.1,75.2,1.0,0.4
719,KittGe00,George Kittle,27,TE,8,8,63.0,48,76.2%,634,13.2,2,44,10.1,6.0,79.3,0.0,0.2
720,KittGe00,George Kittle*,28,TE,14,14,94.0,71,75.5%,910,12.8,6,48,9.7,5.1,65.0,2.0,0.4
721,KmetCo00,Cole Kmet,21,TE,16,9,44.0,28,63.6%,243,8.7,2,38,5.5,1.8,15.2,1.0,0.1
722,KmetCo00,Cole Kmet,22,TE,17,17,93.0,60,64.5%,612,10.2,0,25,6.6,3.5,36.0,0.0,0.0
723,KnoxDa00,Dawson Knox,23,TE,15,11,50.0,28,56.0%,388,13.9,2,49,7.8,1.9,25.9,0.0,0.1
724,KnoxDa00,Dawson Knox,24,TE,12,7,44.0,24,54.5%,288,12.0,3,36,6.5,2.0,24.0,2.0,0.2
725,KnoxDa00,Dawson Knox,25,TE,15,14,71.0,49,69.0%,587,12.0,9,53,8.3,3.3,39.1,0.0,0.6
726,KrofTy00,Tyler Kroft,23,TE,16,6,15.0,11,73.3%,129,11.7,1,22,8.6,0.7,8.1,0.0,0.1
727,KrofTy00,Tyler Kroft,24,TE,14,11,12.0,10,83.3%,92,9.2,0,21,7.7,0.7,6.6,0.0,0.0
728,KrofTy00,Tyler Kroft,25,TE,16,16,62.0,42,67.7%,404,9.6,7,59,6.5,2.6,25.3,0.0,0.4
729,KrofTy00,Tyler Kroft,26,TE,5,2,6.0,4,66.7%,36,9.0,0,16,6.0,0.8,7.2,0.0,0.0
730,KrofTy00,Tyler Kroft,27,TE,11,3,14.0,6,42.9%,71,11.8,1,20,5.1,0.5,6.5,0.0,0.1
731,KrofTy00,Tyler Kroft,28,TE,10,4,16.0,12,75.0%,119,9.9,3,38,7.4,1.2,11.9,0.0,0.3
732,KrofTy00,Tyler Kroft,29,TE,9,6,25.0,16,64.0%,173,10.8,1,26,6.9,1.8,19.2,0.0,0.1
733,KumeJa00,Jake Kumerow,26,WR,5,2,11.0,8,72.7%,103,12.9,1,49,9.4,1.6,20.6,0.0,0.2
734,KumeJa00,Jake Kumerow,27,WR,14,4,21.0,12,57.1%,219,18.3,1,49,10.4,0.9,15.6,0.0,0.1
735,KumeJa00,Jake Kumerow,28,WR,6,0,1.0,1,100.0%,22,22.0,1,22,22.0,0.2,3.7,0.0,0.2
736,KumeJa00,Jake Kumerow,29,WR,15,2,6.0,2,33.3%,28,14.0,0,15,4.7,0.1,1.9,0.0,0.0
737,KuppCo00,Cooper Kupp,24,WR,15,6,94.0,62,66.0%,869,14.0,5,64,9.2,4.1,57.9,1.0,0.3
738,KuppCo00,Cooper Kupp,25,WR,8,8,55.0,40,72.7%,566,14.2,6,70,10.3,5.0,70.8,0.0,0.8
739,KuppCo00,Cooper Kupp,26,WR,16,14,134.0,94,70.1%,1161,12.4,10,66,8.7,5.9,72.6,3.0,0.6
740,KuppCo00,Cooper Kupp,27,WR,15,12,124.0,92,74.2%,974,10.6,3,55,7.9,6.1,64.9,1.0,0.2
741,KuppCo00,Cooper Kupp*+,28,WR,17,17,191.0,145,75.9%,1947,13.4,16,59,10.2,8.5,114.5,0.0,0.9
742,LambCe00,CeeDee Lamb,21,WR,16,14,111.0,74,66.7%,935,12.6,5,52,8.4,4.6,58.4,2.0,0.3
743,LambCe00,CeeDee Lamb*,22,WR,16,13,120.0,79,65.8%,1102,13.9,6,49,9.2,4.9,68.9,0.0,0.4
744,LandJa00,Jarvis Landry,22,WR,16,11,112.0,84,75.0%,758,9.0,5,25,6.8,5.3,47.4,7.0,0.3
745,LandJa00,Jarvis Landry*,23,WR,16,14,166.0,110,66.3%,1157,10.5,4,50,7.0,6.9,72.3,1.0,0.2
746,LandJa00,Jarvis Landry*,24,WR,16,16,131.0,94,71.8%,1136,12.1,4,71,8.7,5.9,71.0,2.0,0.2
747,LandJa00,Jarvis Landry*,25,WR,16,16,161.0,112,69.6%,987,8.8,9,49,6.1,7.0,61.7,4.0,0.6
748,LandJa00,Jarvis Landry*,26,WR,16,14,149.0,81,54.4%,976,12.0,4,51,6.6,5.1,61.0,1.0,0.2
749,LandJa00,Jarvis Landry*,27,WR,16,16,138.0,83,60.1%,1174,14.1,6,65,8.5,5.2,73.4,0.0,0.4
750,LandJa00,Jarvis Landry,28,WR,15,14,101.0,72,71.3%,840,11.7,3,32,8.3,4.8,56.0,2.0,0.2
751,LandJa00,Jarvis Landry,29,WR,12,12,87.0,52,59.8%,570,11.0,2,38,6.6,4.3,47.5,3.0,0.2
752,LazaAl00,Allen Lazard,23,WR,1,0,1.0,1,100.0%,7,7.0,0,7,7.0,1.0,7.0,0.0,0.0
753,LazaAl00,Allen Lazard,24,WR,16,3,52.0,35,67.3%,477,13.6,3,43,9.2,2.2,29.8,0.0,0.2
754,LazaAl00,Allen Lazard,25,WR,10,9,46.0,33,71.7%,451,13.7,3,72,9.8,3.3,45.1,0.0,0.3
755,LazaAl00,Allen Lazard,26,WR,15,13,60.0,40,66.7%,513,12.8,8,42,8.6,2.7,34.2,0.0,0.5
756,LewiMa00,Marcedes Lewis,28,TE,16,15,77.0,52,67.5%,540,10.4,4,26,7.0,3.3,33.8,0.0,0.2
757,LewiMa00,Marcedes Lewis,29,TE,11,11,47.0,25,53.2%,359,14.4,4,41,7.6,2.3,32.6,1.0,0.4
758,LewiMa00,Marcedes Lewis,30,TE,8,8,31.0,18,58.1%,206,11.4,2,63,6.6,2.3,25.8,0.0,0.2
759,LewiMa00,Marcedes Lewis,31,TE,16,16,37.0,16,43.2%,226,14.1,0,45,6.1,1.0,14.1,0.0,0.0
760,LewiMa00,Marcedes Lewis,32,TE,10,10,30.0,20,66.7%,169,8.5,1,37,5.6,2.0,16.9,0.0,0.1
761,LewiMa00,Marcedes Lewis,33,TE,16,16,48.0,24,50.0%,318,13.3,5,37,6.6,1.5,19.9,0.0,0.3
762,LewiMa00,Marcedes Lewis,34,TE,16,4,4.0,3,75.0%,39,13.0,0,30,9.8,0.2,2.4,0.0,0.0
763,LewiMa00,Marcedes Lewis,35,TE,16,11,19.0,15,78.9%,156,10.4,1,25,8.2,0.9,9.8,0.0,0.1
764,LewiMa00,Marcedes Lewis,36,TE,15,15,17.0,10,58.8%,107,10.7,3,36,6.3,0.7,7.1,0.0,0.2
765,LewiMa00,Marcedes Lewis,37,TE,17,17,28.0,23,82.1%,214,9.3,0,23,7.6,1.4,12.6,1.0,0.0
766,LindPh00,Phillip Lindsay*,24,RB,15,8,47.0,35,74.5%,241,6.9,1,29,5.1,2.3,16.1,0.0,0.1
767,LindPh00,Phillip Lindsay,25,RB,16,16,48.0,35,72.9%,196,5.6,0,36,4.1,2.2,12.3,0.0,0.0
768,LindPh00,Phillip Lindsay,26,RB,11,8,14.0,7,50.0%,28,4.0,0,11,2.0,0.6,2.5,0.0,0.0
769,LindPh00,Phillip Lindsay,27,RB,14,1,5.0,4,80.0%,45,11.3,1,22,9.0,0.3,3.2,0.0,0.1
770,LockTy00,Tyler Lockett*+,23,WR,16,8,69.0,51,73.9%,664,13.0,6,49,9.6,3.2,41.5,2.0,0.4
771,LockTy00,Tyler Lockett,24,WR,15,9,66.0,41,62.1%,597,14.6,1,57,9.0,2.7,39.8,0.0,0.1
772,LockTy00,Tyler Lockett,25,WR,16,8,71.0,45,63.4%,555,12.3,2,74,7.8,2.8,34.7,0.0,0.1
773,LockTy00,Tyler Lockett,26,WR,16,14,70.0,57,81.4%,965,16.9,10,52,13.8,3.6,60.3,2.0,0.6
774,LockTy00,Tyler Lockett,27,WR,16,16,110.0,82,74.5%,1057,12.9,8,44,9.6,5.1,66.1,1.0,0.5
775,LockTy00,Tyler Lockett,28,WR,16,16,132.0,100,75.8%,1054,10.5,10,47,8.0,6.3,65.9,1.0,0.6
776,LockTy00,Tyler Lockett,29,WR,16,16,107.0,73,68.2%,1175,16.1,8,69,11.0,4.6,73.4,0.0,0.5
777,ManhCh00,Chris Manhertz,24,TE,7,2,1.0,1,100.0%,10,10.0,0,10,10.0,0.1,1.4,0.0,0.0
778,ManhCh00,Chris Manhertz,25,TE,16,4,4.0,2,50.0%,17,8.5,0,11,4.3,0.1,1.1,0.0,0.0
779,ManhCh00,Chris Manhertz,26,TE,16,4,5.0,2,40.0%,52,26.0,1,50,10.4,0.1,3.3,0.0,0.1
780,ManhCh00,Chris Manhertz,27,TE,15,6,1.0,1,100.0%,11,11.0,0,11,11.0,0.1,0.7,0.0,0.0
781,ManhCh00,Chris Manhertz,28,TE,16,12,8.0,6,75.0%,52,8.7,0,17,6.5,0.4,3.3,0.0,0.0
782,ManhCh00,Chris Manhertz,29,TE,17,10,9.0,6,66.7%,71,11.8,1,22,7.9,0.4,4.2,0.0,0.1
783,MarsTe00,Terrace Marshall Jr.,21,WR,13,3,30.0,17,56.7%,138,8.1,0,23,4.6,1.3,10.6,0.0,0.0
784,MattAl01,Alexander Mattison,21,RB,13,0,12.0,10,83.3%,82,8.2,0,17,6.8,0.8,6.3,1.0,0.0
785,MattAl01,Alexander Mattison,22,RB,13,2,15.0,13,86.7%,125,9.6,1,28,8.3,1.0,9.6,0.0,0.1
786,MattAl01,Alexander Mattison,23,RB,16,4,39.0,32,82.1%,228,7.1,1,24,5.8,2.0,14.3,1.0,0.1
787,McCaCh01,Christian McCaffrey,21,RB,16,10,113.0,80,70.8%,651,8.1,5,37,5.8,5.0,40.7,2.0,0.3
788,McCaCh01,Christian McCaffrey,22,RB,16,16,124.0,107,86.3%,867,8.1,6,38,7.0,6.7,54.2,4.0,0.4
789,McCaCh01,Christian McCaffrey*+,23,RB,16,16,142.0,116,81.7%,1005,8.7,4,28,7.1,7.3,62.8,1.0,0.2
790,McCaCh01,Christian McCaffrey,24,RB,3,3,19.0,17,89.5%,149,8.8,1,24,7.8,5.7,49.7,0.0,0.3
791,McCaCh01,Christian McCaffrey,25,RB,7,7,41.0,37,90.2%,343,9.3,1,32,8.4,5.3,49.0,1.0,0.1
792,McClRa00,Ray-Ray McCloud,22,WR,10,1,6.0,5,83.3%,36,7.2,0,16,6.0,0.5,3.6,2.0,0.0
793,McClRa00,Ray-Ray McCloud,24,WR,16,2,22.0,20,90.9%,77,3.9,0,13,3.5,1.3,4.8,2.0,0.0
794,McClRa00,Ray-Ray McCloud,25,WR,16,5,66.0,39,59.1%,277,7.1,0,24,4.2,2.4,17.3,4.0,0.0
795,McFaAn00,Anthony McFarland Jr.,21,RB,11,0,9.0,6,66.7%,54,9.0,0,17,6.0,0.5,4.9,0.0,0.0
796,McFaAn00,Anthony McFarland Jr.,22,RB,2,0,1.0,1,100.0%,11,11.0,0,11,11.0,0.5,5.5,0.0,0.0
797,McKeIs00,Isaiah McKenzie,22,WR,11,0,13.0,4,30.8%,29,7.3,0,14,2.2,0.4,2.6,6.0,0.0
798,McKeIs00,Isaiah McKenzie,23,WR,8,1,30.0,18,60.0%,179,9.9,0,23,6.0,2.3,22.4,2.0,0.0
