Rk,Player,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb,id
230,Maurice Jones-Drew,27,RB,6,5,18,14,77.8%,86,6.1,1,13,4.8,2.3,14.3,2,DrewMa00
231,Robert Meachem,28,WR,15,3,32,14,43.8%,207,14.8,2,46,6.5,0.9,13.8,0,MeacRo00
232,Chris Rainey,24,RB,16,0,22,14,63.6%,60,4.3,0,14,2.7,0.9,3.8,4,RainCh00
233,Brad Smith,29,WR-QB,15,2,22,14,63.6%,152,10.9,2,35,6.9,0.9,10.1,1,SmitBr01
234,Steve Smith,27,WR,9,2,25,14,56.0%,131,9.4,0,25,5.2,1.6,14.6,0,SmitSt02
235,Danny Ware,27,RB,16,1,20,14,70.0%,100,7.1,0,23,5.0,0.9,6.3,0,WareDa00
236,Kyle Williams,24,WR,11,3,22,14,63.6%,212,15.1,1,57,9.6,1.3,19.3,1,WillKy01
237,Bryce Brown,21,RB,16,4,19,13,68.4%,56,4.3,0,11,2.9,0.8,3.5,4,BrowBr02
238,Jordan Norwood,26,WR,2,0,19,13,68.4%,137,10.5,0,27,7.2,6.5,68.5,0,NorwJo00
239,Michael Robinson,29,FB,16,6,15,13,86.7%,126,9.7,2,20,8.4,0.8,7.9,0,RobiMi00
240,Alex Smith,30,TE,12,2,18,13,72.2%,47,3.6,0,17,2.6,1.1,3.9,0,SmitAl02
241,Brandon Tate,25,WR,16,3,25,13,52.0%,211,16.2,1,44,8.4,0.8,13.2,4,TateBr00
242,Lawrence Vickers,29,FB,16,6,15,13,86.7%,104,8.0,0,17,6.9,0.8,6.5,0,VickLa00
243,DeAngelo Williams,29,RB,16,10,20,13,65.0%,187,14.4,2,53,9.4,0.8,11.7,2,WillDe02
244,Curtis Brinkley,27,RB,10,1,15,12,80.0%,77,6.4,0,12,5.1,1.2,7.7,1,BrinCu00
245,Andre Brown,26,RB,10,2,17,12,70.6%,86,7.2,0,17,5.1,1.2,8.6,0,BrowAn03
246,Erik Lorig,26,TE,16,7,19,12,63.2%,83,6.9,1,16,4.4,0.8,5.2,0,LoriEr99
247,Bruce Miller,25,FB,16,13,13,12,92.3%,84,7.0,0,26,6.5,0.8,5.3,0,MillBr02
248,Devin Aromashodu,28,WR,15,0,22,11,50.0%,182,16.5,0,31,8.3,0.7,12.1,0,AromDe00
249,LaVon Brazill,23,WR,15,0,24,11,45.8%,186,16.9,1,42,7.8,0.7,12.4,1,BrazLa00
250,Henry Hynoski,24,FB,16,11,15,11,73.3%,50,4.5,1,8,3.3,0.7,3.1,0,HynoHe01
251,Greg Jones,31,RB,12,4,14,11,78.6%,64,5.8,0,10,4.6,0.9,5.3,0,JoneGr01
252,Jorvorskie Lane,25,FB,16,5,12,11,91.7%,79,7.2,1,24,6.6,0.7,4.9,3,LaneJo00
253,Brian Leonard,28,RB,15,0,15,11,73.3%,67,6.1,0,16,4.5,0.7,4.5,0,LeonBr00
254,Rishard Matthews,23,WR,8,1,20,11,55.0%,151,13.7,0,30,7.6,1.4,18.9,0,MattRi00
255,Alfred Morris,24,RB,16,16,16,11,68.8%,77,7.0,0,20,4.8,0.7,4.8,4,MorrAl00
256,Brian Quick,23,WR,15,1,27,11,40.7%,156,14.2,2,39,5.8,0.7,10.4,0,QuicBr00
257,Konrad Reuland,25,TE,16,3,16,11,68.8%,83,7.5,0,18,5.2,0.7,5.2,0,ReulKo00
258,Aldrick Robinson,24,WR,15,2,19,11,57.9%,237,21.5,3,68,12.5,0.7,15.8,0,RobiAl00
259,Ben Tate,24,RB,11,0,11,11,100.0%,49,4.5,0,11,4.5,1.0,4.5,1,TateBe00
260,David Thomas,29,TE,15,7,17,11,64.7%,86,7.8,4,20,5.1,0.7,5.7,0,ThomDa02
261,Kevin Elliott,24,WR,13,1,31,10,32.3%,108,10.8,0,22,3.5,0.8,8.3,0,ElliKe02
262,Peyton Hillis,26,RB,13,2,14,10,71.4%,62,6.2,0,15,4.4,0.8,4.8,2,HillPe00
263,Ronnie Hillman,21,RB,14,0,12,10,83.3%,62,6.2,0,29,5.2,0.7,4.4,2,HillRo00
264,Keshawn Martin,22,WR,16,1,28,10,35.7%,85,8.5,1,18,3.0,0.6,5.3,1,MartKe01
265,Joe Morgan,24,WR,14,5,21,10,47.6%,379,37.9,3,80,18.0,0.7,27.1,0,MorgJo01
266,Dante Rosario,28,TE,13,2,18,10,55.6%,95,9.5,3,18,5.3,0.8,7.3,1,RosaDa00
267,Kevin Smith,26,RB,12,2,16,10,62.5%,79,7.9,1,13,4.9,0.8,6.6,0,SmitKe02
268,Matt Willis,28,WR,15,0,22,10,45.5%,90,9.0,0,19,4.1,0.7,6.0,0,WillMa00
269,Donald Brown,25,RB,10,4,13,9,69.2%,93,10.3,0,39,7.2,0.9,9.3,0,BrowDo00
270,Michael Bush,28,RB,13,1,11,9,81.8%,83,9.2,0,18,7.5,0.7,6.4,1,BushMi00
271,Dorin Dickerson,24,TE,11,0,15,9,60.0%,117,13.0,0,24,7.8,0.8,10.6,1,DickDo00
272,Kendall Hunter,24,RB,11,0,12,9,75.0%,60,6.7,0,12,5.0,0.8,5.5,1,HuntKe00
273,Randy McMichael,33,TE,16,10,13,9,69.2%,51,5.7,0,13,3.9,0.6,3.2,1,McMiRa01
274,Rashard Mendenhall,25,RB,6,4,10,9,90.0%,62,6.9,1,15,6.2,1.5,10.3,3,MendRa00
275,Cedric Peerman,26,RB,14,1,9,9,100.0%,85,9.4,0,16,9.4,0.6,6.1,0,PeerCe00
276,Brandon Banks,25,WR,12,0,8,8,100.0%,15,1.9,0,8,1.9,0.7,1.3,4,BankBr00
277,John Carlson,28,TE,14,6,14,8,57.1%,43,5.4,0,14,3.1,0.6,3.1,0,CarlJo00
278,Orson Charles,21,TE,16,6,10,8,80.0%,101,12.6,0,25,10.1,0.5,6.3,0,CharOr00
279,Josh Cooper,23,WR,6,0,19,8,42.1%,106,13.3,0,28,5.6,1.3,17.7,0,CoopJo00
280,Terrance Copper,30,WR,15,0,12,8,66.7%,79,9.9,0,17,6.6,0.5,5.3,0,CoppTe00
281,Tom Crabtree,27,TE,14,6,12,8,66.7%,203,25.4,3,72,16.9,0.6,14.5,0,CrabTo00
282,Donald Driver,37,WR,13,1,13,8,61.5%,77,9.6,2,26,5.9,0.6,5.9,0,DrivDo00
283,Kris Durham,24,WR,4,3,21,8,38.1%,125,15.6,1,27,6.0,2.0,31.3,0,DurhKr00
284,James Hanna,23,TE,16,2,11,8,72.7%,86,10.8,0,29,7.8,0.5,5.4,0,HannJa00
285,Todd Heap,32,TE,2,1,13,8,61.5%,94,11.8,0,28,7.2,4.0,47.0,0,HeapTo00
286,Le'Ron McClain,28,FB,16,9,10,8,80.0%,29,3.6,0,12,2.9,0.5,1.8,0,McClLe00
287,Matthew Mulligan,27,TE,16,9,12,8,66.7%,84,10.5,1,18,7.0,0.5,5.3,0,MullMa00
288,Montell Owens,28,RB,13,4,10,8,80.0%,113,14.1,0,53,11.3,0.6,8.7,0,OwenMo01
289,Niles Paul,23,WR,16,4,15,8,53.3%,152,19.0,1,37,10.1,0.5,9.5,1,PaulNi00
290,John Phillips,25,TE,16,9,10,8,80.0%,55,6.9,1,19,5.5,0.5,3.4,0,PhilJo00
291,Jeremy Stewart,23,RB,4,0,8,8,100.0%,62,7.8,0,26,7.8,2.0,15.5,0,StewJe00
292,Shane Vereen,23,RB,13,1,13,8,61.5%,149,18.6,1,83,11.5,0.6,11.5,1,VereSh00
293,Darrel Young,25,FB,16,8,9,8,88.9%,109,13.6,2,28,12.1,0.5,6.8,0,YounDa01
294,David Ausberry,25,WR,16,0,12,7,58.3%,92,13.1,0,31,7.7,0.4,5.8,0,AusbDa00
295,Lance Ball,27,RB,15,0,12,7,58.3%,61,8.7,1,17,5.1,0.5,4.1,1,BallLa00
296,Steve Breaston,29,WR,10,4,15,7,46.7%,74,10.6,0,24,4.9,0.7,7.4,1,BreaSt00
297,Josh Cribbs*,29,WR,16,2,11,7,63.6%,63,9.0,0,24,5.7,0.4,3.9,6,CribJo01
298,Tandon Doss,23,WR,14,0,17,7,41.2%,123,17.6,1,39,7.2,0.5,8.8,0,DossTa00
299,Rhett Ellison,24,FB,16,7,9,7,77.8%,65,9.3,0,29,7.2,0.4,4.1,0,ElliRh00
300,Stanley Havili,25,RB,15,2,12,7,58.3%,43,6.1,0,9,3.6,0.5,2.9,0,HaviSt00
301,Roy Helu,24,RB,3,0,7,7,100.0%,45,6.4,0,21,6.4,2.3,15.0,0,HeluRo00
302,Jalen Parmele,27,RB,11,2,9,7,77.8%,60,8.6,0,26,6.7,0.6,5.5,0,ParmJa00
303,David Paulson,23,TE,16,5,11,7,63.6%,51,7.3,0,9,4.6,0.4,3.2,1,PaulDa01
304,Bernard Pierce,21,RB,16,0,11,7,63.6%,47,6.7,0,11,4.3,0.4,2.9,0,PierBe00
305,Ryan Whalen,23,WR,9,0,12,7,58.3%,53,7.6,0,10,4.4,0.8,5.9,0,WhalRy00
306,D.J. Williams,24,TE,13,2,15,7,46.7%,57,8.1,0,12,3.8,0.5,4.4,0,WillD.00
307,Ryan Williams,22,RB,5,3,10,7,70.0%,44,6.3,0,12,4.4,1.4,8.8,2,WillRy00
308,Gary Barnidge,27,TE,16,5,6,6,100.0%,78,13.0,1,24,13.0,0.4,4.9,0,BarnGa01
309,Lance Dunbar,22,RB,12,0,12,6,50.0%,33,5.5,0,14,2.8,0.5,2.8,1,DunbLa00
310,Mark Ingram,23,RB,16,5,10,6,60.0%,29,4.8,0,16,2.9,0.4,1.8,0,IngrMa01
311,Lestar Jean,24,WR,14,1,12,6,50.0%,151,25.2,1,54,12.6,0.4,10.8,0,JeanLe01
312,Stefan Logan,31,RB,16,0,7,6,85.7%,28,4.7,0,10,4.0,0.4,1.8,6,LogaSt00
313,Lamar Miller,21,RB,13,1,8,6,75.0%,45,7.5,0,12,5.6,0.5,3.5,0,MillLa01
314,Marlon Moore,25,WR,14,2,9,6,66.7%,116,19.3,1,37,12.9,0.4,8.3,0,MoorMa02
315,Mewelde Moore,30,RB,9,0,8,6,75.0%,77,12.8,1,32,9.6,0.7,8.6,1,MoorMe00
316,Michael Palmer,24,TE,13,2,6,6,100.0%,22,3.7,1,6,3.7,0.5,1.7,0,PalmMi00
317,DeVier Posey,22,WR,11,0,14,6,42.9%,87,14.5,0,36,6.2,0.5,7.9,0,PoseDe00
318,Stevan Ridley,23,RB,16,12,14,6,42.9%,51,8.5,0,20,3.6,0.4,3.2,4,RidlSt00
319,Matt Spaeth,29,TE,16,8,10,6,60.0%,28,4.7,1,13,2.8,0.4,1.8,0,SpaeMa00
320,Taylor Thompson,23,TE,16,4,14,6,42.9%,46,7.7,0,12,3.3,0.4,2.9,0,ThomTa00
321,Devon Wylie,24,WR,6,1,12,6,50.0%,53,8.8,0,16,4.4,1.0,8.8,0,WyliDe00
322,Jarrett Boykin,23,WR,10,0,6,5,83.3%,27,5.4,0,9,4.5,0.5,2.7,0,BoykJa00
323,Stephen Burton,23,WR,12,1,11,5,45.5%,35,7.0,1,13,3.2,0.4,2.9,0,BurtSt00
324,Travaris Cadet,23,RB,13,0,8,5,62.5%,44,8.8,0,17,5.5,0.4,3.4,1,CadeTr00
325,Armanti Edwards,24,QB,16,0,9,5,55.6%,121,24.2,0,82,13.4,0.3,7.6,0,EdwaAr00
326,Virgil Green,24,TE,12,2,6,5,83.3%,63,12.6,0,28,10.5,0.4,5.3,0,GreeVi00
327,Lavelle Hawkins,26,WR,7,1,11,5,45.5%,62,12.4,0,42,5.6,0.7,8.9,0,HawkLa00
328,Michael Hoomanawanui,24,TE,14,6,7,5,71.4%,109,21.8,0,41,15.6,0.4,7.8,0,HoomMi00
329,Quinn Johnson,26,FB,16,8,8,5,62.5%,40,8.0,0,17,5.0,0.3,2.5,0,JohnQu00
330,Steve Maneri,24,TE,13,8,12,5,41.7%,51,10.2,0,19,4.3,0.4,3.9,0,ManeSt00
331,Jamar Newsome,25,WR,6,2,16,5,31.3%,73,14.6,0,28,4.6,0.8,12.2,0,NewsJa00
332,Michael Preston,23,WR,4,0,6,5,83.3%,59,11.8,0,21,9.8,1.3,14.8,0,PresMi00
333,David Reed,25,WR,5,0,6,5,83.3%,66,13.2,0,23,11.0,1.0,13.2,0,ReedDa00
334,Darius Reynaud,28,WR,16,0,10,5,50.0%,35,7.0,0,9,3.5,0.3,2.2,1,ReynDa00
335,Anthony Sherman,24,RB,13,4,8,5,62.5%,39,7.8,0,19,4.9,0.4,3.0,0,SherAn00
336,Deonte Thompson,23,WR,6,0,6,5,83.3%,51,10.2,0,25,8.5,0.8,8.5,1,ThomDe04
337,Kyle Adams,24,TE,15,2,8,4,50.0%,40,10.0,0,17,5.0,0.3,2.7,0,AdamKy00
338,Baron Batch,25,RB,12,0,5,4,80.0%,31,7.8,0,15,6.2,0.3,2.6,0,BatcBa00
339,Arrelious Benn,24,WR,8,1,6,4,66.7%,26,6.5,0,9,4.3,0.5,3.3,1,BennAr00
340,Greg Camarillo,30,WR,5,0,5,4,80.0%,44,11.0,0,13,8.8,0.8,8.8,0,CamaGr00
341,Garrett Celek,24,TE,13,0,7,4,57.1%,51,12.8,0,35,7.3,0.3,3.9,0,CeleGa00
342,Tashard Choice,28,RB,12,0,9,4,44.4%,9,2.3,0,5,1.0,0.3,0.8,0,ChoiTa00
343,Drew Davis,23,WR,16,0,5,4,80.0%,40,10.0,1,15,8.0,0.3,2.5,0,DaviDr00
344,Daniel Fells,29,TE,13,4,10,4,40.0%,85,21.3,0,35,8.5,0.3,6.5,0,FellDa00
345,Jabar Gaffney,32,WR,3,0,10,4,40.0%,68,17.0,0,30,6.8,1.3,22.7,0,GaffJa00
346,Ladarius Green,22,TE,4,1,4,4,100.0%,56,14.0,0,31,14.0,1.0,14.0,0,GreeLa00
347,Lex Hilliard,28,FB-RB,14,9,9,4,44.4%,23,5.8,0,9,2.6,0.3,1.6,0,HillLe00
348,Charly Martin,28,WR,4,1,6,4,66.7%,42,10.5,0,15,7.0,1.0,10.5,0,MartCh00
349,Ruvell Martin,30,WR,14,0,6,4,66.7%,41,10.3,0,16,6.8,0.3,2.9,0,MartRu00
350,Mike McNeill,24,TE,14,1,7,4,57.1%,31,7.8,0,10,4.4,0.3,2.2,0,McNeMi00
351,Ben Obomanu,29,WR,8,0,9,4,44.4%,58,14.5,0,36,6.4,0.5,7.3,0,ObomBe00
352,Bear Pascoe,26,TE,15,3,9,4,44.4%,35,8.8,1,16,3.9,0.3,2.3,0,PascBe00
353,Brian Robiskie,25,WR,6,0,6,4,66.7%,44,11.0,1,21,7.3,0.7,7.3,0,RobiBr00
354,Evan Rodriguez,24,TE,12,5,8,4,50.0%,21,5.3,0,11,2.6,0.3,1.8,0,RodrEv00
355,Lee Smith,25,WR,16,7,4,4,100.0%,13,3.3,2,5,3.3,0.3,0.8,0,SmitLe00
356,James Starks,26,RB,6,2,6,4,66.7%,31,7.8,0,9,5.2,0.7,5.2,1,StarJa00
357,Phillip Tanner,24,RB,14,0,5,4,80.0%,41,10.3,0,15,8.2,0.3,2.9,0,TannPh00
358,Leon Washington*,30,RB,16,0,8,4,50.0%,31,7.8,0,9,3.9,0.3,1.9,2,WashLe00
359,David Wilson,21,RB,16,2,9,4,44.4%,34,8.5,1,15,3.8,0.3,2.1,1,WilsDa01
360,Seyi Ajirotutu,25,WR,3,1,4,3,75.0%,45,15.0,0,28,11.3,1.0,15.0,0,AjirSe00
361,Anthony Armstrong,29,WR,6,0,9,3,33.3%,12,4.0,0,9,1.3,0.5,2.0,0,ArmsAn00
362,Kevin Boss,28,TE,2,2,3,3,100.0%,65,21.7,1,29,21.7,1.5,32.5,0,BossKe00
363,Plaxico Burress,35,WR,4,3,7,3,42.9%,42,14.0,1,18,6.0,0.8,10.5,0,BurrPl00
364,Nate Byham,24,TE,11,2,4,3,75.0%,18,6.0,1,10,4.5,0.3,1.6,0,ByhaNa00
365,Toney Clemons,24,WR,4,0,11,3,27.3%,41,13.7,0,17,3.7,0.8,10.3,0,ClemTo00
366,Mike Cox,27,FB,8,7,3,3,100.0%,22,7.3,0,11,7.3,0.4,2.8,0,Cox_Mi20
367,Jerome Felton*,26,FB,16,7,4,3,75.0%,35,11.7,0,17,8.8,0.2,2.2,0,FeltJe00
368,Justin Forsett,27,RB,16,0,5,3,60.0%,38,12.7,0,18,7.6,0.2,2.4,0,ForsJu00
369,LaMichael James,23,RB,4,0,5,3,60.0%,29,9.7,0,15,5.8,0.8,7.3,1,JameLa00
370,Jerrel Jernigan,23,WR,9,0,5,3,60.0%,22,7.3,0,9,4.4,0.3,2.4,1,JernJe00
371,Jermaine Kearse,22,WR,7,1,7,3,42.9%,31,10.3,0,17,4.4,0.4,4.4,0,KearJe01
372,Jake O'Connell,27,TE,8,0,3,3,100.0%,18,6.0,0,11,6.0,0.4,2.3,0,OConJa00
373,Isaiah Pead,23,RB,15,1,4,3,75.0%,16,5.3,0,9,4.0,0.2,1.1,2,PeadIs00
374,Patrick Peterson*,22,LCB,16,16,3,3,100.0%,11,3.7,0,7,3.7,0.2,0.7,7,PetePa00
375,Leonard Pope,29,TE,16,2,4,3,75.0%,9,3.0,2,7,2.3,0.2,0.6,0,PopeLe00
376,Javon Ringer,25,RB,2,0,5,3,60.0%,12,4.0,0,6,2.4,1.5,6.0,0,RingJa00
377,Keith Toston,25,RB,5,1,4,3,75.0%,41,13.7,0,21,10.3,0.6,8.2,0,TostKe00
378,Kris Adams,25,WR,3,0,8,2,25.0%,26,13.0,0,13,3.3,0.7,8.7,0,AdamKr00
379,Anthony Allen,24,RB,16,0,4,2,50.0%,12,6.0,0,7,3.0,0.1,0.8,0,AlleAn01
380,Armando Allen,23,RB,15,0,3,2,66.7%,16,8.0,0,15,5.3,0.1,1.1,0,AlleAr00
381,Kahlil Bell,26,RB,7,0,2,2,100.0%,13,6.5,0,11,6.5,0.3,1.9,1,BellKa00
382,Brandon Bolden,22,RB,10,0,2,2,100.0%,11,5.5,0,11,5.5,0.2,1.1,0,BoldBr00
383,Dezmon Briscoe,23,WR,7,0,5,2,40.0%,22,11.0,0,14,4.4,0.3,3.1,0,BrisDe00
384,Jim Dray,26,TE,13,0,2,2,100.0%,15,7.5,0,12,7.5,0.2,1.2,0,DrayJi00
385,Mardy Gilyard,26,WR,8,0,6,2,33.3%,15,7.5,0,11,2.5,0.3,1.9,0,GilyMa00
386,Ted Ginn Jr.,27,WR,13,0,2,2,100.0%,1,0.5,0,1,0.5,0.2,0.1,4,GinnTe00
387,Richard Gordon,25,TE,13,1,7,2,28.6%,9,4.5,1,8,1.3,0.2,0.7,0,GordRi00
388,Cyrus Gray,23,RB,10,0,3,2,66.7%,18,9.0,0,12,6.0,0.2,1.8,0,GrayCy00
389,Jonathan Grimes,23,RB,11,2,2,2,100.0%,7,3.5,0,4,3.5,0.2,0.6,0,GrimJo01
390,Montario Hardesty,25,RB,13,1,5,2,40.0%,16,8.0,0,9,3.2,0.2,1.2,2,HardMo00
391,DuJuan Harris,24,RB,4,2,2,2,100.0%,17,8.5,0,11,8.5,0.5,4.3,0,HarrDu01
392,Ben Hartsock,32,TE,15,5,3,2,66.7%,30,15.0,0,25,10.0,0.1,2.0,0,HartBe00
393,Jason Hill,27,WR,4,0,3,2,66.7%,15,7.5,1,10,5.0,0.5,3.8,0,HillJa00
394,Trindon Holliday,26,WR,15,0,2,2,100.0%,17,8.5,0,15,8.5,0.1,1.1,6,HollTr00
395,Andre Holmes,24,WR,7,0,2,2,100.0%,11,5.5,0,7,5.5,0.3,1.6,0,HolmAn00
396,Chris Ivory,24,RB,6,2,3,2,66.7%,15,7.5,0,13,5.0,0.3,2.5,0,IvorCh00
397,Brandon Jackson,27,RB,2,0,4,2,50.0%,20,10.0,0,14,5.0,1.0,10.0,0,JackBr00
398,Taiwan Jones,24,RB,14,0,2,2,100.0%,11,5.5,0,7,5.5,0.1,0.8,1,JoneTa00
399,Dion Lewis,22,RB,9,0,2,2,100.0%,24,12.0,0,28,12.0,0.2,2.7,0,LewiDi00
400,David Nelson,26,WR,1,1,5,2,40.0%,31,15.5,0,21,6.2,2.0,31.0,0,NelsDa01
401,Kealoha Pilares,24,WR,8,0,4,2,50.0%,42,21.0,1,36,10.5,0.3,5.3,0,PilaKe00
402,Zach Potter,26,TE,16,5,7,2,28.6%,6,3.0,0,4,0.9,0.1,0.4,0,PottZa99
403,Weslye Saunders,23,TE,11,4,4,2,50.0%,15,7.5,0,11,3.8,0.2,1.4,0,SaunWe00
404,Alfonso Smith,25,RB,11,0,3,2,66.7%,21,10.5,0,13,7.0,0.2,1.9,0,SmitAl22
405,Eric Weems,27,WR,16,1,4,2,50.0%,27,13.5,0,18,6.8,0.1,1.7,1,WeemEr00
406,Guy Whimper,29,RT,16,6,3,2,66.7%,11,5.5,1,10,3.7,0.1,0.7,0,WhimGu20
407,Keiland Williams,26,RB,14,0,2,2,100.0%,9,4.5,0,5,4.5,0.1,0.6,0,WillKe03
408,Joe Adams,23,WR,9,0,1,1,100.0%,7,7.0,0,7,7.0,0.1,0.8,4,AdamJo01
409,Matt Asiata,25,RB,16,0,1,1,100.0%,2,2.0,0,2,2.0,0.1,0.1,0,AsiaMa00
410,Nick Bellore,23,LB,16,0,1,1,100.0%,23,23.0,0,23,23.0,0.1,1.4,1,BellNi01
411,LeGarrette Blount,26,RB,13,0,2,1,50.0%,2,2.0,0,2,1.0,0.1,0.2,0,BlouLe00
412,LaRon Byrd,23,WR,4,0,2,1,50.0%,8,8.0,0,8,4.0,0.3,2.0,0,ByrdLa00
413,Andre Caldwell,27,WR,8,0,4,1,25.0%,18,18.0,0,18,4.5,0.1,2.3,0,CaldAn00
414,Delone Carter,25,RB,10,0,2,1,50.0%,13,13.0,0,13,6.5,0.1,1.3,1,CartDe01
415,Shaun Chapas,24,RB,3,1,2,1,50.0%,6,6.0,0,6,3.0,0.3,2.0,0,ChapSh00
416,Jeromey Clary,29,RT,14,14,1,1,100.0%,-8,-8.0,0,-8,-8.0,0.1,-0.6,0,ClarJe20
417,Chase Coffman,26,TE,5,0,1,1,100.0%,12,12.0,0,12,12.0,0.2,2.4,0,CoffCh00
418,Austin Collie,27,WR,1,0,1,1,100.0%,6,6.0,0,6,6.0,1.0,6.0,0,CollAu00
419,Chris Cooley,30,TE,9,2,3,1,33.3%,8,8.0,0,8,2.7,0.1,0.9,0,CoolCh00
420,Antonio Cromartie*,28,RCB,16,16,3,1,33.3%,-2,-2.0,0,-2,-0.7,0.1,-0.1,0,CromAn20
421,Nate Eachus,22,RB,11,2,3,1,33.3%,19,19.0,0,19,6.3,0.1,1.7,0,EachNa00
422,Dedrick Epps,24,TE,3,0,1,1,100.0%,9,9.0,0,9,9.0,0.3,3.0,1,EppsDe00
423,Tommy Gallarda,24,TE,9,0,4,1,25.0%,7,7.0,0,7,1.8,0.1,0.8,0,GallTo00
424,Ryan Grant,30,RB,5,1,2,1,50.0%,34,34.0,0,34,17.0,0.2,6.8,1,GranRy00
425,Chris Gronkowski,26,RB,14,0,1,1,100.0%,11,11.0,0,11,11.0,0.1,0.8,0,GronCh00
426,Cory Harkey,22,TE,5,0,2,1,50.0%,21,21.0,0,21,10.5,0.2,4.2,0,HarkCo00
427,Jamie Harper,23,RB,10,0,1,1,100.0%,8,8.0,0,8,8.0,0.1,0.8,0,HarpJa01
428,Chad Henne,27,QB,10,6,0,1,0.0%,-6,-6.0,0,-6,,0.1,-0.6,4,HennCh01
429,Jacob Hester,27,RB,3,0,1,1,100.0%,7,7.0,0,7,7.0,0.3,2.3,0,HestJa00
430,Michael Higgins,25,TE,2,1,1,1,100.0%,-3,-3.0,0,-3,-3.0,0.5,-1.5,0,HiggMi00
431,Robert Hughes,23,RB,5,1,1,1,100.0%,3,3.0,0,3,3.0,0.2,0.6,0,HughRo00
432,Mike Johnson,25,G,16,1,1,1,100.0%,1,1.0,1,1,1.0,0.1,0.1,0,JohnMi23
433,Dominique Jones,25,TE,4,1,1,1,100.0%,8,8.0,0,8,8.0,0.3,2.0,0,JoneDo01
434,Senio Kelemete,22,G,1,0,1,1,100.0%,10,10.0,0,10,10.0,1.0,10.0,0,KeleSe00
435,Lance Louis,27,RG,11,11,1,1,100.0%,4,4.0,0,4,4.0,0.1,0.4,0,LouiLa20
436,Reagan Maui'a,28,RB,3,1,1,1,100.0%,7,7.0,0,7,7.0,0.3,2.3,0,MauiRe00
437,Corey McIntyre,33,FB,16,3,2,1,50.0%,9,9.0,0,9,4.5,0.1,0.6,0,McInCo00
438,Joe McKnight,24,RB,15,0,2,1,50.0%,18,18.0,0,18,9.0,0.1,1.2,3,McKnJo00
439,Rodney McLeod,22,DB,16,0,1,1,100.0%,21,21.0,0,21,21.0,0.1,1.3,0,McLeRo00
440,Evan Moore,27,WR,15,1,8,1,12.5%,6,6.0,0,6,0.8,0.1,0.4,0,MoorEv00
441,Legedu Naanee,29,WR,4,1,5,1,20.0%,19,19.0,0,19,3.8,0.3,4.8,1,NaanLe00
442,Chris Owusu,22,WR,5,0,4,1,25.0%,24,24.0,0,24,6.0,0.2,4.8,0,OwusCh00
443,Nathan Palmer,23,WR,5,0,4,1,25.0%,-4,-4.0,0,-4,-1.0,0.2,-0.8,0,PalmNa00
444,Lousaka Polite,31,FB,6,5,7,1,14.3%,8,8.0,0,8,1.1,0.2,1.3,0,PoliLo00
445,Christian Ponder,24,QB,16,16,1,1,100.0%,-15,-15.0,0,-15,-15.0,0.1,-0.9,7,PondCh00
446,Chris Pressley,26,FB,14,7,3,1,33.3%,1,1.0,1,1,0.3,0.1,0.1,0,PresCh00
447,Terrelle Pryor,23,QB,3,1,1,1,100.0%,22,22.0,0,22,22.0,0.3,7.3,0,PryoTe00
448,Allen Reisner,24,TE,6,2,2,1,50.0%,13,13.0,0,13,6.5,0.2,2.2,0,ReisAl00
449,Courtney Roby,29,WR,13,0,2,1,50.0%,9,9.0,0,9,4.5,0.1,0.7,0,RobyCo00
450,Aaron Rodgers*,29,QB,16,16,1,1,100.0%,-1,-1.0,0,-1,-1.0,0.1,-0.1,5,RodgAa00
451,Tony Romo,32,QB,16,16,1,1,100.0%,-1,-1.0,0,-1,-1.0,0.1,-0.1,6,RomoTo00
452,Dane Sanzenbacher,24,WR,7,2,3,1,33.3%,7,7.0,0,7,2.3,0.1,1.0,0,SanzDa00
453,Matt Schaub*,31,QB,16,16,1,1,100.0%,-6,-6.0,0,-6,-6.0,0.1,-0.4,4,SchaMa00
454,Brad Smelley,23,TE,2,0,1,1,100.0%,3,3.0,0,3,3.0,0.5,1.5,0,SmelBr00
455,Hayden Smith,27,TE,5,0,1,1,100.0%,16,16.0,0,16,16.0,0.2,3.2,0,SmitHa01
456,Matthew Stafford,24,QB,16,16,1,1,100.0%,3,3.0,0,3,3.0,0.1,0.2,6,StafMa00
457,Donte' Stallworth,32,WR,1,0,2,1,50.0%,63,63.0,1,63,31.5,1.0,63.0,0,StalDo00
458,Isaiah Stanback,28,WR,6,0,1,1,100.0%,6,6.0,0,6,6.0,0.2,1.0,0,StanIs00
459,Sammie Stroughter,26,WR,2,0,2,1,50.0%,14,14.0,0,14,7.0,0.5,7.0,0,StroSa00
460,Will Ta'ufo'ou,26,RB,6,1,1,1,100.0%,5,5.0,0,5,5.0,0.2,0.8,0,TaufWi00
461,Ryan Taylor,25,TE,16,1,1,1,100.0%,11,11.0,0,11,11.0,0.1,0.7,0,TaylRy00
462,Marcus Thigpen,26,RB,16,0,2,1,50.0%,15,15.0,0,15,7.5,0.1,0.9,1,ThigMa00
463,Jordan Todman,22,RB,1,0,1,1,100.0%,0,0.0,0,0,0.0,1.0,0.0,0,TodmJo00
